state_name,county_name,census_tract_name,census_tract_geoid
Illinois,Logan County,Census Tract 9532,17107953200
Illinois,Logan County,Census Tract 9533,17107953300
Illinois,McDonough County,Census Tract 106,17109010600
Illinois,McLean County,Census Tract 1.02,17113000102
Illinois,McLean County,Census Tract 2,17113000200
Illinois,McLean County,Census Tract 3.01,17113000301
Illinois,McLean County,Census Tract 4,17113000400
Illinois,McLean County,Census Tract 5.01,17113000501
Illinois,McLean County,Census Tract 13.01,17113001301
Illinois,McLean County,Census Tract 13.03,17113001303
Illinois,McLean County,Census Tract 14.03,17113001403
Illinois,McLean County,Census Tract 14.04,17113001404
Illinois,McLean County,Census Tract 15,17113001500
Illinois,McLean County,Census Tract 16,17113001600
Illinois,McLean County,Census Tract 17,17113001700
Illinois,McLean County,Census Tract 59,17113005900
Illinois,Macon County,Census Tract 2,17115000200
Illinois,Macon County,Census Tract 3,17115000300
Illinois,Macon County,Census Tract 4,17115000400
Illinois,Macon County,Census Tract 5,17115000500
Illinois,Macon County,Census Tract 6,17115000600
Illinois,Macon County,Census Tract 9,17115000900
Illinois,Macon County,Census Tract 10,17115001000
Illinois,Macon County,Census Tract 12,17115001200
Illinois,Macon County,Census Tract 19,17115001900
Illinois,Macon County,Census Tract 20,17115002000
Illinois,Macon County,Census Tract 21,17115002100
Illinois,Macon County,Census Tract 29.03,17115002903
Illinois,Macon County,Census Tract 31,17115003100
Illinois,Macoupin County,Census Tract 9564,17117956400
Illinois,Madison County,Census Tract 4001.02,17119400102
Illinois,Madison County,Census Tract 4006,17119400600
Illinois,Madison County,Census Tract 4007,17119400700
Illinois,Madison County,Census Tract 4014,17119401400
Illinois,Madison County,Census Tract 4015,17119401500
Illinois,Madison County,Census Tract 4017.01,17119401701
Illinois,Madison County,Census Tract 4021,17119402100
Illinois,Madison County,Census Tract 4022,17119402200
Illinois,Madison County,Census Tract 4024,17119402400
Illinois,Madison County,Census Tract 4025,17119402500
Illinois,Madison County,Census Tract 4026,17119402600
Illinois,Madison County,Census Tract 4032,17119403200
Illinois,Madison County,Census Tract 4034.02,17119403402
Illinois,Madison County,Census Tract 4040,17119404000
Illinois,Marion County,Census Tract 9518,17121951800
Illinois,Marion County,Census Tract 9526,17121952600
Illinois,Marion County,Census Tract 9527,17121952700
Illinois,Mason County,Census Tract 9565,17125956500
Illinois,Montgomery County,Census Tract 9579,17135957900
Illinois,Morgan County,Census Tract 9516,17137951600
Illinois,Morgan County,Census Tract 9517,17137951700
Illinois,Ogle County,Census Tract 9616,17141961600
Illinois,Peoria County,Census Tract 1,17143000100
Illinois,Peoria County,Census Tract 2,17143000200
Illinois,Peoria County,Census Tract 3,17143000300
Illinois,Peoria County,Census Tract 5,17143000500
Illinois,Peoria County,Census Tract 6,17143000600
Illinois,Peoria County,Census Tract 9,17143000900
Illinois,Peoria County,Census Tract 12,17143001200
Illinois,Peoria County,Census Tract 13,17143001300
Illinois,Peoria County,Census Tract 15,17143001500
Illinois,Peoria County,Census Tract 16,17143001600
Illinois,Peoria County,Census Tract 18,17143001800
Illinois,Peoria County,Census Tract 21,17143002100
Illinois,Peoria County,Census Tract 22,17143002200
Illinois,Peoria County,Census Tract 24,17143002400
Illinois,Peoria County,Census Tract 25,17143002500
Illinois,Peoria County,Census Tract 27.01,17143002701
Illinois,Peoria County,Census Tract 27.02,17143002702
Illinois,Peoria County,Census Tract 41.02,17143004102
Illinois,Peoria County,Census Tract 50,17143005000
Illinois,Pulaski County,Census Tract 9711,17153971100
Illinois,Richland County,Census Tract 9780,17159978000
Illinois,Rock Island County,Census Tract 206,17161020600
Illinois,Rock Island County,Census Tract 207,17161020700
Illinois,Rock Island County,Census Tract 226,17161022600
Illinois,Rock Island County,Census Tract 233,17161023300
Illinois,Rock Island County,Census Tract 235,17161023500
Illinois,Rock Island County,Census Tract 236,17161023600
Illinois,Rock Island County,Census Tract 237,17161023700
Illinois,Rock Island County,Census Tract 244,17161024400
Illinois,Rock Island County,Census Tract 245,17161024500
Illinois,St. Clair County,Census Tract 5004,17163500400
Illinois,St. Clair County,Census Tract 5005,17163500500
Illinois,St. Clair County,Census Tract 5009,17163500900
Illinois,St. Clair County,Census Tract 5011,17163501100
Illinois,St. Clair County,Census Tract 5012,17163501200
Illinois,St. Clair County,Census Tract 5013,17163501300
Illinois,St. Clair County,Census Tract 5014,17163501400
Illinois,St. Clair County,Census Tract 5015.02,17163501502
Illinois,St. Clair County,Census Tract 5017,17163501700
Illinois,St. Clair County,Census Tract 5022,17163502200
Illinois,St. Clair County,Census Tract 5024.01,17163502401
Illinois,St. Clair County,Census Tract 5024.04,17163502404
Illinois,St. Clair County,Census Tract 5025,17163502500
Illinois,St. Clair County,Census Tract 5026.02,17163502602
Illinois,St. Clair County,Census Tract 5026.03,17163502603
Illinois,St. Clair County,Census Tract 5027,17163502700
Illinois,St. Clair County,Census Tract 5028,17163502800
Illinois,St. Clair County,Census Tract 5029,17163502900
Illinois,St. Clair County,Census Tract 5045,17163504500
Illinois,St. Clair County,Census Tract 5046,17163504600
Illinois,Saline County,Census Tract 9558,17165955800
Illinois,Saline County,Census Tract 9559,17165955900
Illinois,Saline County,Census Tract 9560,17165956000
Illinois,Sangamon County,Census Tract 1,17167000100
Illinois,Sangamon County,Census Tract 2.02,17167000202
Illinois,Sangamon County,Census Tract 3,17167000300
Illinois,Sangamon County,Census Tract 4,17167000400
Illinois,Sangamon County,Census Tract 5.03,17167000503
Illinois,Sangamon County,Census Tract 5.04,17167000504
Illinois,Sangamon County,Census Tract 6,17167000600
Illinois,Sangamon County,Census Tract 7,17167000700
Illinois,Sangamon County,Census Tract 8,17167000800
Illinois,Sangamon County,Census Tract 9,17167000900
Illinois,Sangamon County,Census Tract 13,17167001300
Illinois,Sangamon County,Census Tract 15,17167001500
Illinois,Sangamon County,Census Tract 16,17167001600
Illinois,Sangamon County,Census Tract 17,17167001700
Illinois,Sangamon County,Census Tract 18,17167001800
Illinois,Sangamon County,Census Tract 19,17167001900
Illinois,Sangamon County,Census Tract 23,17167002300
Illinois,Sangamon County,Census Tract 24,17167002400
Illinois,Sangamon County,Census Tract 25,17167002500
Illinois,Sangamon County,Census Tract 26,17167002600
Illinois,Sangamon County,Census Tract 27,17167002700
Illinois,Sangamon County,Census Tract 28.01,17167002801
Illinois,Sangamon County,Census Tract 38.01,17167003801
Illinois,Scott County,Census Tract 9706,17171970600
Illinois,Stephenson County,Census Tract 7,17177000700
Illinois,Stephenson County,Census Tract 8,17177000800
Illinois,Stephenson County,Census Tract 12,17177001200
Illinois,Stephenson County,Census Tract 13,17177001300
Illinois,Tazewell County,Census Tract 208,17179020800
Illinois,Tazewell County,Census Tract 209,17179020900
Illinois,Vermilion County,Census Tract 1,17183000100
Illinois,Vermilion County,Census Tract 2,17183000200
Illinois,Vermilion County,Census Tract 3,17183000300
Illinois,Vermilion County,Census Tract 4,17183000400
Illinois,Vermilion County,Census Tract 5,17183000500
Illinois,Vermilion County,Census Tract 6,17183000600
Illinois,Vermilion County,Census Tract 107.01,17183010701
Illinois,Vermilion County,Census Tract 112,17183011200
Illinois,Warren County,Census Tract 8705,17187870500
Illinois,White County,Census Tract 9580,17193958000
Illinois,Whiteside County,Census Tract 10,17195001000
Illinois,Will County,Census Tract 8801.06,17197880106
Illinois,Will County,Census Tract 8807.02,17197880702
Illinois,Will County,Census Tract 8809.03,17197880903
Illinois,Will County,Census Tract 8812,17197881200
Illinois,Will County,Census Tract 8814.01,17197881401
Illinois,Will County,Census Tract 8816.04,17197881604
Illinois,Will County,Census Tract 8818,17197881800
Illinois,Will County,Census Tract 8819,17197881900
Illinois,Will County,Census Tract 8820,17197882000
Illinois,Will County,Census Tract 8821,17197882100
Illinois,Will County,Census Tract 8822,17197882200
Illinois,Will County,Census Tract 8823,17197882300
Illinois,Will County,Census Tract 8824,17197882400
Illinois,Will County,Census Tract 8825,17197882500
Illinois,Will County,Census Tract 8826.02,17197882602
Illinois,Will County,Census Tract 8828.02,17197882802
Illinois,Will County,Census Tract 8831,17197883100
Illinois,Will County,Census Tract 8836.03,17197883603
Illinois,Will County,Census Tract 8836.05,17197883605
Illinois,Will County,Census Tract 8837,17197883700
Illinois,Will County,Census Tract 9801,17197980100
Illinois,Williamson County,Census Tract 204,17199020400
Illinois,Williamson County,Census Tract 210,17199021000
Illinois,Williamson County,Census Tract 211,17199021100
Illinois,Winnebago County,Census Tract 1.03,17201000103
Illinois,Winnebago County,Census Tract 2,17201000200
Illinois,Winnebago County,Census Tract 5.02,17201000502
Illinois,Winnebago County,Census Tract 8,17201000800
Illinois,Winnebago County,Census Tract 10,17201001000
Illinois,Winnebago County,Census Tract 11,17201001100
Illinois,Winnebago County,Census Tract 12,17201001200
Illinois,Winnebago County,Census Tract 13,17201001300
Illinois,Winnebago County,Census Tract 14,17201001400
Illinois,Winnebago County,Census Tract 17,17201001700
Illinois,Winnebago County,Census Tract 18,17201001800
Illinois,Winnebago County,Census Tract 20,17201002000
Illinois,Winnebago County,Census Tract 21,17201002100
Illinois,Winnebago County,Census Tract 22,17201002200
Illinois,Winnebago County,Census Tract 23.01,17201002301
Illinois,Winnebago County,Census Tract 23.02,17201002302
Illinois,Winnebago County,Census Tract 24,17201002400
Illinois,Winnebago County,Census Tract 25,17201002500
Illinois,Winnebago County,Census Tract 26,17201002600
Illinois,Winnebago County,Census Tract 27,17201002700
Illinois,Winnebago County,Census Tract 28,17201002800
Illinois,Winnebago County,Census Tract 29,17201002900
Illinois,Winnebago County,Census Tract 31,17201003100
Illinois,Winnebago County,Census Tract 32,17201003200
Illinois,Winnebago County,Census Tract 33,17201003300
Illinois,Winnebago County,Census Tract 34,17201003400
Illinois,Winnebago County,Census Tract 36.01,17201003601
Illinois,Winnebago County,Census Tract 36.02,17201003602
Illinois,Winnebago County,Census Tract 36.06,17201003606
Illinois,Winnebago County,Census Tract 37.08,17201003708
Illinois,Winnebago County,Census Tract 37.09,17201003709
