state,r3_funding_region,county,r3_zone_id,census_tract_name,census_tract_geoid,service_delivery_minimum_funding_amount,service_delivery_maximum_funding_amount,planning_grant_minimum_funding_amount,planning_grant_maximum_funding_amount,high_need_area
Illinois,Cook - Chicago Northern,Cook County,247,Census Tract 101,17031010100,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",No
Illinois,South Central,Madison County,724,Census Tract 4024,17119402400,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",No
Illinois,Cook - Chicago Southern,Cook County,165,Census Tract 6806,17031680600,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Collar,Will County,524,Census Tract 8807.02,17197880702,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Collar,Will County,528,Census Tract 8816.04,17197881604,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Central,Sangamon County,687,Census Tract 5.03,17167000503,"$25,000 ","$728,093 ","$25,000 ","$80,899 ",No
Illinois,Cook - Chicago Northern,Cook County,251,Census Tract 205,17031020500,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",No
Illinois,Collar,DuPage County,481,Census Tract 8411.08,17043841108,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Cook - Chicago Western,Cook County,310,Census Tract 2514,17031251400,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,323,Census Tract 2603,17031260300,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,325,Census Tract 2605,17031260500,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,326,Census Tract 2606,17031260600,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,327,Census Tract 2607,17031260700,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,328,Census Tract 2608,17031260800,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Northern,Cook County,261,Census Tract 1901,17031190100,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",No
Illinois,Cook - Chicago Western,Cook County,311,Census Tract 2515,17031251500,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,312,Census Tract 2516,17031251600,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Western,Cook County,313,Census Tract 2517,17031251700,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,314,Census Tract 2518,17031251800,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,315,Census Tract 2519,17031251900,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,316,Census Tract 2520,17031252000,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Northwest,Rock Island County,605,Census Tract 207,17161020700,"$20,000 ","$245,577 ","$20,000 ","$27,286 ",No
Illinois,Cook - Chicago Northern,Cook County,262,Census Tract 1908,17031190800,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",No
Illinois,Cook - Chicago Western,Cook County,321,Census Tract 2601,17031260100,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,322,Census Tract 2602,17031260200,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Southern,Cook County,96,Census Tract 5301,17031530100,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Suburban,Cook County,421,Census Tract 8243,17031824300,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Suburban,Cook County,419,Census Tract 8215,17031821500,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Chicago Northern,Cook County,277,Census Tract 2229,17031222900,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",No
Illinois,Cook - Chicago Western,Cook County,297,Census Tract 2410,17031241000,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Suburban,Cook County,422,Census Tract 8248,17031824800,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Chicago Northern,Cook County,263,Census Tract 1909,17031190900,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",No
Illinois,Cook - Chicago Northern,Cook County,266,Census Tract 1912,17031191200,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",No
Illinois,Cook - Chicago Northern,Cook County,269,Census Tract 2002,17031200200,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",No
Illinois,Cook - Chicago Northern,Cook County,276,Census Tract 2227,17031222700,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",No
Illinois,Cook - Chicago Western,Cook County,282,Census Tract 2301,17031230100,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Western,Cook County,283,Census Tract 2302,17031230200,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Western,Cook County,284,Census Tract 2303,17031230300,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Western,Cook County,285,Census Tract 2304,17031230400,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Western,Cook County,286,Census Tract 2305,17031230500,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Southern,Cook County,3,Census Tract 3511,17031351100,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Suburban,Cook County,453,Census Tract 8275,17031827500,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Suburban,Cook County,435,Census Tract 8262.01,17031826201,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Chicago Southern,Cook County,124,Census Tract 6117,17031611700,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Suburban,Cook County,407,Census Tract 8173,17031817300,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Chicago Southern,Cook County,13,Census Tract 3815,17031381500,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,30,Census Tract 4205,17031420500,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Northern,Cook County,259,Census Tract 819,17031081900,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",No
Illinois,Cook - Chicago Northern,Cook County,272,Census Tract 2104,17031210400,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",No
Illinois,Cook - Chicago Western,Cook County,288,Census Tract 2307,17031230700,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Western,Cook County,289,Census Tract 2308,17031230800,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,290,Census Tract 2309,17031230900,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Southern,Cook County,150,Census Tract 6705,17031670500,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,112,Census Tract 5808,17031580800,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,10,Census Tract 3807,17031380700,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Western,Cook County,287,Census Tract 2306,17031230600,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Suburban,Cook County,423,Census Tract 8249,17031824900,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Suburban,Cook County,456,Census Tract 8278.01,17031827801,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Chicago Western,Cook County,350,Census Tract 3008,17031300800,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Suburban,Cook County,408,Census Tract 8175,17031817500,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Chicago Southern,Cook County,22,Census Tract 4004,17031400400,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Northern,Cook County,265,Census Tract 1911,17031191100,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",No
Illinois,Cook - Chicago Southern,Cook County,119,Census Tract 6112,17031611200,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Western,Cook County,351,Census Tract 3009,17031300900,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Suburban,Cook County,458,Census Tract 8279.01,17031827901,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Suburban,Cook County,473,Census Tract 8295,17031829500,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Suburban,Cook County,467,Census Tract 8291,17031829100,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Suburban,Cook County,440,Census Tract 8264.01,17031826401,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Chicago Western,Cook County,324,Census Tract 2604,17031260400,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Northwest,Lee County,603,Census Tract 6,17103000600,"$20,000 ","$245,577 ","$20,000 ","$27,286 ",No
Illinois,Cook - Chicago Southern,Cook County,5,Census Tract 3515,17031351500,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Northern,Cook County,254,Census Tract 312,17031031200,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",No
Illinois,Cook - Chicago Western,Cook County,299,Census Tract 2427,17031242700,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Western,Cook County,292,Census Tract 2312,17031231200,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,291,Census Tract 2311,17031231100,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Western,Cook County,293,Census Tract 2315,17031231500,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,295,Census Tract 2408,17031240800,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Western,Cook County,294,Census Tract 2407,17031240700,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Western,Cook County,296,Census Tract 2409,17031240900,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Collar,Kane County,497,Census Tract 8547,17089854700,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Cook - Chicago Western,Cook County,357,Census Tract 3106,17031310600,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Western,Cook County,358,Census Tract 3107,17031310700,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Southern,Cook County,90,Census Tract 5101,17031510100,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,91,Census Tract 5102,17031510200,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Northern,Cook County,252,Census Tract 209.01,17031020901,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",No
Illinois,Cook - Chicago Northern,Cook County,249,Census Tract 102.02,17031010202,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",No
Illinois,Cook - Chicago Southern,Cook County,173,Census Tract 6904,17031690400,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,179,Census Tract 6913,17031691300,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,180,Census Tract 6914,17031691400,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,181,Census Tract 6915,17031691500,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Northwest Central,Livingston County,625,Census Tract 9606,17105960600,"$25,000 ","$858,668 ","$25,000 ","$95,408 ",No
Illinois,Northwest Central,Livingston County,624,Census Tract 9605,17105960500,"$25,000 ","$858,668 ","$25,000 ","$95,408 ",No
Illinois,South Central,Bond County,707,Census Tract 9513,17005951300,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",No
Illinois,Cook - Chicago Southern,Cook County,107,Census Tract 5801,17031580100,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,108,Census Tract 5802,17031580200,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,109,Census Tract 5803,17031580300,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,111,Census Tract 5806,17031580600,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,170,Census Tract 6813,17031681300,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,171,Census Tract 6814,17031681400,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,172,Census Tract 6903,17031690300,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,174,Census Tract 6905,17031690500,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,175,Census Tract 6909,17031690900,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,176,Census Tract 6910,17031691000,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,182,Census Tract 7001,17031700100,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,113,Census Tract 5905,17031590500,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,114,Census Tract 5906,17031590600,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,156,Census Tract 6712,17031671200,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,155,Census Tract 6711,17031671100,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,157,Census Tract 6713,17031671300,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,159,Census Tract 6715,17031671500,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,160,Census Tract 6716,17031671600,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Southern,Saline County,763,Census Tract 9558,17165955800,"$20,000 ","$270,124 ","$20,000 ","$30,014 ",No
Illinois,Cook - Chicago Southern,Cook County,161,Census Tract 6718,17031671800,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,162,Census Tract 6719,17031671900,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,186,Census Tract 7101,17031710100,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,187,Census Tract 7102,17031710200,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,189,Census Tract 7104,17031710400,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,190,Census Tract 7105,17031710500,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Southern,Saline County,764,Census Tract 9559,17165955900,"$20,000 ","$270,124 ","$20,000 ","$30,014 ",No
Illinois,Southern,Saline County,765,Census Tract 9560,17165956000,"$20,000 ","$270,124 ","$20,000 ","$30,014 ",No
Illinois,Cook - Chicago Southern,Cook County,191,Census Tract 7106,17031710600,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,193,Census Tract 7108,17031710800,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,1,Census Tract 3406,17031340600,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,37,Census Tract 4302,17031430200,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,38,Census Tract 4303,17031430300,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,92,Census Tract 5103,17031510300,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,93,Census Tract 5201,17031520100,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Northern,Cook County,278,Census Tract 8306,17031830600,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",No
Illinois,Cook - Chicago Northern,Cook County,279,Census Tract 8307,17031830700,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",No
Illinois,Cook - Chicago Southern,Cook County,220,Census Tract 8348,17031834800,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,219,Census Tract 8347,17031834700,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Collar,Kane County,483,Census Tract 8503.01,17089850301,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Cook - Chicago Northern,Cook County,281,Census Tract 8383,17031838300,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",No
Illinois,Cook - Chicago Southern,Cook County,223,Census Tract 8351,17031835100,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,222,Census Tract 8350,17031835000,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Southern,Alexander County,754,Census Tract 9579,17003957900,"$20,000 ","$270,124 ","$20,000 ","$30,014 ",Yes
Illinois,Northwest,Whiteside County,613,Census Tract 10,17195001000,"$20,000 ","$245,577 ","$20,000 ","$27,286 ",No
Illinois,Cook - Chicago Western,Cook County,384,Census Tract 8421,17031842100,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,389,Census Tract 8433,17031843300,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Suburban,Cook County,392,Census Tract 8044.05,17031804405,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Northern,Winnebago County,582,Census Tract 23.02,17201002302,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",No
Illinois,Northern,Winnebago County,583,Census Tract 24,17201002400,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",Yes
Illinois,Northern,Winnebago County,584,Census Tract 25,17201002500,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",Yes
Illinois,Northern,Winnebago County,578,Census Tract 20,17201002000,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",Yes
Illinois,Central,Macon County,678,Census Tract 31,17115003100,"$25,000 ","$728,093 ","$25,000 ","$80,899 ",Yes
Illinois,Cook - Chicago Northern,Cook County,280,Census Tract 8312,17031831200,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",No
Illinois,Cook - Chicago Western,Cook County,386,Census Tract 8430,17031843000,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Western,Cook County,387,Census Tract 8431,17031843100,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Western,Cook County,385,Census Tract 8429,17031842900,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Western,Cook County,391,Census Tract 8435,17031843500,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Suburban,Cook County,393,Census Tract 8045.08,17031804508,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Chicago Southern,Cook County,236,Census Tract 8403,17031840300,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Western,Cook County,373,Census Tract 8386,17031838600,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Southern,Cook County,235,Census Tract 8396,17031839600,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,221,Census Tract 8349,17031834900,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Western,Cook County,363,Census Tract 8367,17031836700,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,364,Census Tract 8368,17031836800,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,362,Census Tract 8366,17031836600,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Northern,Winnebago County,586,Census Tract 27,17201002700,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",Yes
Illinois,Northern,Winnebago County,587,Census Tract 28,17201002800,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",Yes
Illinois,Northern,Winnebago County,588,Census Tract 29,17201002900,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",No
Illinois,Cook - Chicago Southern,Cook County,241,Census Tract 8425,17031842500,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,239,Census Tract 8418,17031841800,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,243,Census Tract 8428,17031842800,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,245,Census Tract 8438,17031843800,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Northern,Winnebago County,585,Census Tract 26,17201002600,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",Yes
Illinois,Cook - Chicago Southern,Cook County,238,Census Tract 8410,17031841000,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,231,Census Tract 8365,17031836500,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,246,Census Tract 8439,17031843900,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,214,Census Tract 8342,17031834200,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Western,Cook County,371,Census Tract 8380,17031838000,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Southern,Cook County,100,Census Tract 5305.01,17031530501,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,102,Census Tract 5305.03,17031530503,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,101,Census Tract 5305.02,17031530502,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Western,Cook County,360,Census Tract 8313,17031831300,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,361,Census Tract 8314,17031831400,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Western,Cook County,366,Census Tract 8370,17031837000,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Northern,Boone County,559,Census Tract 101,17007010100,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",No
Illinois,Cook - Chicago Southern,Cook County,240,Census Tract 8424,17031842400,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Northern,Winnebago County,589,Census Tract 31,17201003100,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",No
Illinois,Northern,Winnebago County,590,Census Tract 32,17201003200,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",Yes
Illinois,Northern,Winnebago County,591,Census Tract 33,17201003300,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",No
Illinois,Northern,Winnebago County,592,Census Tract 34,17201003400,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",Yes
Illinois,Cook - Chicago Northern,Cook County,255,Census Tract 315.01,17031031501,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",No
Illinois,Cook - Chicago Southern,Cook County,80,Census Tract 4909.01,17031490901,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,81,Census Tract 4909.02,17031490902,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,183,Census Tract 7004.01,17031700401,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Western,Cook County,367,Census Tract 8371,17031837100,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Western,Cook County,369,Census Tract 8374,17031837400,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,370,Census Tract 8378,17031837800,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,368,Census Tract 8373,17031837300,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,380,Census Tract 8415,17031841500,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,374,Census Tract 8387,17031838700,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Southern,Cook County,110,Census Tract 5805.01,17031580501,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,202,Census Tract 7302.01,17031730201,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,49,Census Tract 4401.01,17031440101,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Northern,Winnebago County,594,Census Tract 36.02,17201003602,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",Yes
Illinois,Cook - Chicago Western,Cook County,372,Census Tract 8381,17031838100,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
