state,r3_funding_region,county,r3_zone_id,census_tract_name,census_tract_geoid,service_delivery_minimum_funding_amount,service_delivery_maximum_funding_amount,planning_grant_minimum_funding_amount,planning_grant_maximum_funding_amount,high_need_area
Illinois,Cook - Suburban,Cook County,429,Census Tract 8258.01,17031825801,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Suburban,Cook County,430,Census Tract 8258.02,17031825802,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Suburban,Cook County,431,Census Tract 8258.03,17031825803,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Suburban,Cook County,432,Census Tract 8259,17031825900,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Suburban,Cook County,433,Census Tract 8260,17031826000,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Chicago Southern,Cook County,7,Census Tract 3801,17031380100,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,8,Census Tract 3802,17031380200,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,45,Census Tract 4312,17031431200,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,48,Census Tract 4314,17031431400,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,117,Census Tract 6110,17031611000,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,118,Census Tract 6111,17031611100,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,120,Census Tract 6113,17031611300,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,121,Census Tract 6114,17031611400,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,122,Census Tract 6115,17031611500,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,126,Census Tract 6119,17031611900,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,169,Census Tract 6812,17031681200,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Suburban,Cook County,406,Census Tract 8172,17031817200,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Suburban,Cook County,409,Census Tract 8176,17031817600,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Chicago Southern,Cook County,178,Census Tract 6912,17031691200,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,177,Census Tract 6911,17031691100,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,201,Census Tract 7301,17031730100,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,204,Census Tract 7303,17031730300,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,205,Census Tract 7304,17031730400,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Suburban,Cook County,410,Census Tract 8177,17031817700,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Suburban,Cook County,434,Census Tract 8261,17031826100,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Suburban,Cook County,437,Census Tract 8263.01,17031826301,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Suburban,Cook County,438,Census Tract 8263.03,17031826303,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Suburban,Cook County,439,Census Tract 8263.04,17031826304,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Chicago Southern,Cook County,206,Census Tract 7305,17031730500,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,207,Census Tract 7306,17031730600,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,9,Census Tract 3805,17031380500,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,11,Census Tract 3812,17031381200,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,12,Census Tract 3814,17031381400,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,53,Census Tract 4403,17031440300,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,127,Census Tract 6120,17031612000,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,128,Census Tract 6121,17031612100,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,129,Census Tract 6301,17031630100,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Suburban,Cook County,441,Census Tract 8264.02,17031826402,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Suburban,Cook County,443,Census Tract 8266,17031826600,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Suburban,Cook County,444,Census Tract 8267,17031826700,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Suburban,Cook County,446,Census Tract 8269.01,17031826901,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Suburban,Cook County,447,Census Tract 8269.02,17031826902,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Chicago Southern,Cook County,208,Census Tract 7307,17031730700,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,14,Census Tract 3818,17031381800,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,15,Census Tract 3819,17031381900,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,16,Census Tract 3901,17031390100,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,17,Census Tract 3902,17031390200,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,18,Census Tract 3903,17031390300,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,19,Census Tract 3904,17031390400,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,20,Census Tract 3905,17031390500,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,54,Census Tract 4406,17031440600,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,57,Census Tract 4409,17031440900,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,55,Census Tract 4407,17031440700,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,56,Census Tract 4408,17031440800,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,130,Census Tract 6302,17031630200,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,131,Census Tract 6303,17031630300,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,133,Census Tract 6305,17031630500,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Suburban,Cook County,448,Census Tract 8270,17031827000,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Suburban,Cook County,449,Census Tract 8271,17031827100,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Suburban,Cook County,450,Census Tract 8272,17031827200,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Suburban,Cook County,451,Census Tract 8273,17031827300,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Chicago Southern,Cook County,209,Census Tract 7501,17031750100,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,210,Census Tract 7505,17031750500,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Suburban,Cook County,452,Census Tract 8274,17031827400,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Suburban,Cook County,454,Census Tract 8276,17031827600,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Chicago Western,Cook County,340,Census Tract 2827,17031282700,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Southern,Cook County,21,Census Tract 4003,17031400300,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,23,Census Tract 4005,17031400500,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,24,Census Tract 4008,17031400800,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,25,Census Tract 4105,17031410500,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,59,Census Tract 4601,17031460100,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Suburban,Cook County,455,Census Tract 8277,17031827700,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Chicago Southern,Cook County,58,Census Tract 4503,17031450300,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,60,Census Tract 4602,17031460200,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,134,Census Tract 6408,17031640800,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,135,Census Tract 6501,17031650100,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,South Central,Coles County,709,Census Tract 12,17029001200,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",No
Illinois,Cook - Chicago Southern,Cook County,211,Census Tract 7506,17031750600,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Suburban,Cook County,413,Census Tract 8204,17031820400,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Suburban,Cook County,457,Census Tract 8278.05,17031827805,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Suburban,Cook County,460,Census Tract 8280,17031828000,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Suburban,Cook County,461,Census Tract 8281,17031828100,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Chicago Western,Cook County,342,Census Tract 2838,17031283800,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Suburban,Cook County,466,Census Tract 8290,17031829000,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Chicago Southern,Cook County,65,Census Tract 4606,17031460600,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,66,Census Tract 4607,17031460700,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,63,Census Tract 4604,17031460400,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,64,Census Tract 4605,17031460500,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,67,Census Tract 4610,17031461000,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Suburban,Cook County,468,Census Tract 8292,17031829200,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Suburban,Cook County,469,Census Tract 8293.01,17031829301,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Suburban,Cook County,470,Census Tract 8293.02,17031829302,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Suburban,Cook County,471,Census Tract 8294.01,17031829401,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Suburban,Cook County,416,Census Tract 8213,17031821300,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Northwest,LaSalle County,600,Census Tract 9633,17099963300,"$20,000 ","$245,577 ","$20,000 ","$27,286 ",No
Illinois,Cook - Suburban,Cook County,463,Census Tract 8285.04,17031828504,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Chicago Southern,Cook County,26,Census Tract 4201,17031420100,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,27,Census Tract 4202,17031420200,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,29,Census Tract 4204,17031420400,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,32,Census Tract 4207,17031420700,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,33,Census Tract 4208,17031420800,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,68,Census Tract 4701,17031470100,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,69,Census Tract 4801,17031480100,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,70,Census Tract 4802,17031480200,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,71,Census Tract 4803,17031480300,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,72,Census Tract 4804,17031480400,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,138,Census Tract 6604,17031660400,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Suburban,Cook County,417,Census Tract 8214.01,17031821401,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Northwest,LaSalle County,601,Census Tract 9642,17099964200,"$20,000 ","$245,577 ","$20,000 ","$27,286 ",No
Illinois,Cook - Suburban,Cook County,418,Census Tract 8214.02,17031821402,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Chicago Western,Cook County,343,Census Tract 2909,17031290900,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,344,Census Tract 2912,17031291200,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Southern,Cook County,34,Census Tract 4212,17031421200,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Northwest,LaSalle County,602,Census Tract 9643,17099964300,"$20,000 ","$245,577 ","$20,000 ","$27,286 ",No
Illinois,Cook - Chicago Western,Cook County,335,Census Tract 2715,17031271500,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Western,Cook County,345,Census Tract 2922,17031292200,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,346,Census Tract 2924,17031292400,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Western,Cook County,347,Census Tract 2925,17031292500,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,336,Census Tract 2718,17031271800,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,337,Census Tract 2804,17031280400,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,348,Census Tract 3006,17031300600,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,349,Census Tract 3007,17031300700,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Western,Cook County,352,Census Tract 3011,17031301100,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,353,Census Tract 3012,17031301200,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Southern,Cook County,73,Census Tract 4805,17031480500,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,74,Census Tract 4903,17031490300,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,76,Census Tract 4905,17031490500,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Northwest,LaSalle County,599,Census Tract 9626,17099962600,"$20,000 ","$245,577 ","$20,000 ","$27,286 ",No
Illinois,Cook - Chicago Southern,Cook County,94,Census Tract 5202,17031520200,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,95,Census Tract 5203,17031520300,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,139,Census Tract 6605,17031660500,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,140,Census Tract 6606,17031660600,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,141,Census Tract 6607,17031660700,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,142,Census Tract 6608,17031660800,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,143,Census Tract 6609,17031660900,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,144,Census Tract 6610,17031661000,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Western,Cook County,339,Census Tract 2809,17031280900,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,354,Census Tract 3016,17031301600,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Southern,Cook County,77,Census Tract 4906,17031490600,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,78,Census Tract 4907,17031490700,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,79,Census Tract 4908,17031490800,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,82,Census Tract 4910,17031491000,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,83,Census Tract 4911,17031491100,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,97,Census Tract 5302,17031530200,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,98,Census Tract 5303,17031530300,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,99,Census Tract 5304,17031530400,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,103,Census Tract 5306,17031530600,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,147,Census Tract 6702,17031670200,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,148,Census Tract 6703,17031670300,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,149,Census Tract 6704,17031670400,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,145,Census Tract 6611,17031661100,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,146,Census Tract 6701,17031670100,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,151,Census Tract 6706,17031670600,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,152,Census Tract 6707,17031670700,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,153,Census Tract 6708,17031670800,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,154,Census Tract 6709,17031670900,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Western,Cook County,329,Census Tract 2609,17031260900,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,330,Census Tract 2610,17031261000,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,355,Census Tract 3103,17031310300,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Western,Cook County,356,Census Tract 3105,17031310500,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Southern,Cook County,84,Census Tract 4912,17031491200,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,85,Census Tract 4913,17031491300,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,86,Census Tract 4914,17031491400,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,87,Census Tract 5001,17031500100,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,88,Census Tract 5002,17031500200,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,89,Census Tract 5003,17031500300,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,106,Census Tract 5602,17031560200,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Collar,Kankakee County,498,Census Tract 110,17091011000,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Collar,Kankakee County,499,Census Tract 114,17091011400,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",Yes
Illinois,Northwest Central,McLean County,628,Census Tract 1.02,17113000102,"$25,000 ","$858,668 ","$25,000 ","$95,408 ",No
Illinois,Northwest Central,Peoria County,651,Census Tract 18,17143001800,"$25,000 ","$858,668 ","$25,000 ","$95,408 ",No
Illinois,Northwest Central,Peoria County,652,Census Tract 21,17143002100,"$25,000 ","$858,668 ","$25,000 ","$95,408 ",Yes
Illinois,Southern,White County,766,Census Tract 9580,17193958000,"$20,000 ","$270,124 ","$20,000 ","$30,014 ",No
Illinois,Northwest Central,Peoria County,659,Census Tract 50,17143005000,"$25,000 ","$858,668 ","$25,000 ","$95,408 ",No
Illinois,Cook - Chicago Western,Cook County,338,Census Tract 2808,17031280800,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Southern,Cook County,28,Census Tract 4203,17031420300,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,125,Census Tract 6118,17031611800,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Southern,Williamson County,768,Census Tract 210,17199021000,"$20,000 ","$270,124 ","$20,000 ","$30,014 ",No
Illinois,Cook - Suburban,Cook County,442,Census Tract 8265,17031826500,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Suburban,Cook County,479,Census Tract 8302.02,17031830202,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Northern,Winnebago County,581,Census Tract 23.01,17201002301,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",No
Illinois,Southern,Williamson County,767,Census Tract 204,17199020400,"$20,000 ","$270,124 ","$20,000 ","$30,014 ",No
Illinois,Cook - Chicago Northern,Cook County,253,Census Tract 303,17031030300,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",No
Illinois,Cook - Suburban,Cook County,420,Census Tract 8236.03,17031823603,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Suburban,Cook County,411,Census Tract 8179,17031817900,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Chicago Southern,Cook County,31,Census Tract 4206,17031420600,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Southern,Williamson County,769,Census Tract 211,17199021100,"$20,000 ","$270,124 ","$20,000 ","$30,014 ",No
Illinois,Cook - Chicago Northern,Cook County,257,Census Tract 317,17031031700,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",No
Illinois,Cook - Chicago Southern,Cook County,116,Census Tract 6104,17031610400,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Suburban,Cook County,462,Census Tract 8285.03,17031828503,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Suburban,Cook County,436,Census Tract 8262.02,17031826202,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Chicago Southern,Cook County,158,Census Tract 6714,17031671400,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,75,Census Tract 4904,17031490400,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,132,Census Tract 6304,17031630400,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Suburban,Cook County,459,Census Tract 8279.02,17031827902,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Suburban,Cook County,475,Census Tract 8299.02,17031829902,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
